title,author,date,url,body,attaches
CET报名通知,教学运行,2007-08-31,https://jwch.fzu.edu.cn/info/1036/10370.htm,各学院：现将2008年1月（具体考试时间另行通知）全国大学英语四、六级考试的报名有关事项通知如下：一、CET-4上午九时开考，CET-6下午三时开考。二、报名对象及报名办法：１、报名对象：A、全日制普通高等院校本科、专科、研究生在校生。B、各类全日制成人高等院校本科、专科在校生。C、修完大学英语四级课程的学生才能报考CET4。D、 CET6的报名资格为：CET4   425分以上（含425分）并修完大学英语六级课程；2005年6月以前已获得四级证书的在校学生，凭四级证书报考六级。注：经校学位委员会讨论通过：我校学位授予工作不再与CET4挂钩，CET考试完全由学生自愿报名参加。２、报名办法：即日起各学院教学办组织各院学生自愿报名，报名费40元/人。报名完毕后注册中心会将学籍系统内仍未更换照片的考生通知到学院教学办以便安排照片补拍。三、考生名册录入说明：各学院报考考生名单必须于9月17日前在系统内录入完毕，考生所有信息（包括身份证号码）、报考级别必须正确，若有错误不能更正。四、其他注意事项：１、考试听力部分使用调频机，请作好准备。２、各班级应向考生传达“考生须知”。考生入场须自备铅笔，随带三证：学生证、身份证和准考证。３、CET考场分设新老校区各教学楼。凡安排作为考场用的教室在考试期间必须腾出。若有安排其它课程或设计的相关学院请及早做好调课工作，以保证CET考试的正常进行。4、准考证发放时间另行通知。福州大学教务处二○○七年八月三十一日,[]
关于组织2007年福州大学教学团队评审工作的通知,质量办,2007-08-30,https://jwch.fzu.edu.cn/info/1040/10073.htm,校教〔2007〕36号各学院：根据省教育厅、省财政厅《关于实施福建省高等学校本科教学质量与教学改革工程的通知》（闽教高〔2007〕48号）、教育厅《关于组织2007年教学团队评审工作的通知》（闽教高〔2007〕93号）精神，为进一步提高我校教师素质和教学能力，确保教学质量的不断提高，决定在本科教学质量与教学改革工程中设立教学团队建设项目。现将有关事宜通知如下：一、建设目的本项目的实施，旨在通过建立团队合作的机制，改革教学内容和方法，开发教学资源，促进教学研讨和教学经验交流，推进教学工作的传、帮、带和老中青相结合，提高教师的教学水平。根据学校办学实际，拟在近五年内建立15个左右老中青搭配合理、教学效果明显、在师资队伍建设方面可以起到示范作用的校级教学团队，资助其开展教学研究、编辑出版教材和教研成果、培养青年教师等工作。二、校级教学团队的基本要求1、团队及组成。根据各学科（专业）的具体情况，以系列课程或专业为建设平台，在多年的教学改革与实践中形成团队，具有明确的发展目标、良好的合作精神和梯队结构，老中青搭配、职称和知识结构合理，在指导和激励中青年教师提高专业素质和业务水平方面成效显著。2、团队带头人。本科团队带头人应为本学科（专业）的教授，具有较深的学术造诣和创新性学术思想；长期致力于本团队课程建设，坚持在本校教学第一线为本科生授课。品德高尚，治学严谨，具有团结、协作精神和较好的组织、管理和领导能力。3、教学工作。教学与社会、经济发展相结合，了解学科（专业）、行业现状，追踪学科（专业）前沿，及时更新教学内容。教学方法科学，教学手段先进，重视实验/实践性教学，引导学生进行研究性学习和创新性实验，培养学生发现、分析和解决问题的兴趣和能力。在教学工作中有强烈的质量意识和完整、有效、可持续改进的教学质量管理措施，教学效果好。4、教学研究。积极参加教学改革与创新，参加过省部级及以上教改项目，如省级精品课程、实验教学示范中心、实训基地建设项目等，获得过校级以上教学成果奖励。5、教材建设。重视教材建设和教材研究，团队编写的教材使用效果好，获得过优秀教材奖等相关奖励。三、实施办法本项目采取学院推荐，学校组织评审批准立项的方式进行。2007年评审确定5个左右校级教学团队，并推荐参评省级教学团队（申请表从教务处质量管理下载）。2007年教学团队评选步骤与方法：1、学校聘请有关专家成立评审委员会，依照校级教学团队的基本要求，组织评审校级教学团队工作。2、各学院于2007年9月10日前将2007年校级教学团队申报表（一式5份）报送教务处。联系人：陈少靖，联系电话：0591-22866860， E-mail：pjbclz@fzu.edu.cn。附件：2007年校级教学团队申报表福州大学教务处二○○七年八月三十日,[]
关于开展2007级基础综合班招生工作的通知,教研教改,2007-08-30,https://jwch.fzu.edu.cn/info/1037/9667.htm,福大教〔2007〕43号关于开展2007级基础综合班招生工作的通知各学院：举办基础综合班是我校本科生实施“分层次、多规格、因材施教”多样化人才培养的重要举措之一。为进一步持续发展及推动这项改革特色鲜明的英才培养模式，经研究，决定从2007级本一批录取的理工类考生中选拔部分优异生组建第四届基础综合班。希望各学院相关负责人组织做好宣传报名工作，积极鼓励有创新潜质、综合素质优秀的学生参加报名，具体有关事项见《福州大学2007级 “基础综合班”招生简章》（附后）。特此通知附件：《福州大学2007级 “基础综合班”招生简章》福  州  大  学二○○七年八月二十七日主题词：教学  基础综合班△  通知抄送：校领导，各有关部处福州大学校长办公室                  2007年8月27日印发福州大学2007级“基础综合班” 招生简章福州大学是1958年建校的以工为主的理工科大学，现已发展为多学科性大学。多年来我校在人才培养上取得了辉煌的成就，魏可镁院士、林惠民院士等都是由福州大学理科专业中脱颖而出的优秀人才。为加强我校的基础学科，实现由“教学型大学”向“教学研究型大学”的转变，把我校办成“东南强校”，我校于2004、2005、2006年连续开办了三届“基础综合班”，今年决定继续举办第四届“基础综合班” 。综合班的学生从2007年新入学的优秀新生中选拔，通过强化数学、物理、计算机的教学，使“基础综合班”的学生掌握扎实的数学、物理基础理论，具有较强的实践动手技能，同时具有较强的英语和计算机应用能力和较广的其它基础学科的知识。该班学生还要接受一定的科学研究的实际训练，为今后攻读硕博、从事科学研究工作打下基础。“基础综合班”的培养目标是：培养数学、物理及计算机基础厚实、综合素质全面、具有精英意识的高层次研究型人才。综合班同学通过一、二年级的基础理论学习后于三年级在全校范围内自主选择专业，并在学科导师指导下制订个性化的培养方案。我校极其重视“基础综合班”的开办，吴敏生校长对综合班寄予厚望，企盼能培养出一批福州大学的 “精英”。为此，学校为综合班从一年级起就配备了班导师，并聘请国内外著名学者，科学家为综合班学生开办讲座或授课。学校在政策上给综合班许多优惠，如选派我校优秀的教师为综合班开课；设立专项经费支持学生参加科研、科技创新和社会实践；综合班学生在图书馆借阅图书资料享受研究生待遇；综合班免试推荐研究生的指标单列；有博士点的专业还可推荐硕博直读(五年制)。报名条件：品学兼优，自学能力较强，具有较强成才意识，有志于往高层次深造的考生，福建省内高考理工类考生总分在 590分以上（含590分）的我校2007级本一批新生均可报名；省外理工类考生高考成绩总分高于该省本一线30分的亦可报名。报名后由学校确定参加综合班选拔考试的学生名单，经过选拔考试再综合参考其他条件，决定入选名单（50名）。报名时间：9月15日、16日两天上午9： 00—晚上9：00，报名地点  : 学生宿舍区30号楼三楼活动室，并有我校教授和行政人员现场咨询。选拔考试时间：9月19日公布参加选拔考试的同学名单和考试地点，9月23日上午8：30—11：30考“数理综合卷”（内容为高中数学和物理）， 下午2：30—4：30 考“英语” 。入选综合班的同学名单于9月28日公布。咨询电话：13123193315  聂老师      22866859 钟老师,[]
关于表彰钟茂海等47名同学为福州大学06-07学年优秀学生教学信息员的通知,质量办,2007-08-30,https://jwch.fzu.edu.cn/info/1040/10074.htm,校教〔2007〕35 号各学院：为了加强我校的教风和学风建设，及时准备地了解、收集教学运行过程和日常教学管理中的有关重要信息，更好的发挥学生评教的作用，完善教学质量保障体系。全校共聘请了389名学生教学信息员，并于2006年11月正式受聘开始评教工作，这是一支强有力的教学信息员队伍，他们工作认真负责，客观的采集教学信息，及时反馈了5800多条教学信息，这些教学信息经过核实并及时进行反馈，进一步促进了师生之间的交流与沟通，加大教学质量监控的力度，为我校的教学质量保障体系的完善作出了贡献。根据学生信息员提交的信息质量和数量，经教务处审核决定表彰钟茂海等47名同学为福州大学 06-07学年优秀学生教学信息员，并等同于已修校任意选修课程《网上动态评教信息采编》（1.5学分），奖励学校公共机房免费上机时间30个小时。名单如下：专    业年  级学  号姓  名管理科学与工程类2005070503435钟茂海应用心理学2006290600514林夏冰社会学2006290600228王烁英语2006090600227苏小萍国家理科化学基地2004040400271范娟娟电气工程与自动化2006010600220刘名敏工商管理类2006070601412廖继盛工商管理类2005070501241傅培成勘查技术与工程2005060500324贾雄国家理科化学基地2005040500232杨明伟机械设计制造及其自动化2006020600637郑清锋材料科学与工程2006180600309方必新材料科学与工程2005180500202陈怡坚信息工程类2005110500435吴静信息工程类2005110500308庄敏敏电子科学与技术2004110400709林增晶日语2005090500520苏鑫经济学类2006070602130庄伊玲统计学2005070504107许传如教改综合班2005070503331林燕金化学类2006040600123甘金蕊化学2004040400194高芳华电气工程与自动化2006010600432洪木土电气工程与自动化2006010600122田征兴英语2005090500224林华娟管理科学与工程类2005070503545蔡跃滨化学类2006040600080王艺彬化学类2005040500223张晓龙电气工程与自动化2004010400625袁强强汉语言文学2006290600412李民联社会学2006290600128王丽静应用心理学2005290500630周洁社会学2005290500117林芳法学2006190600121刘亚杰信息工程类2005110500201陈致州英语2005090500311贤崇灿经济学类2006070602629林锦经济学类2006070602325王辰晨资源环境与城乡规划管理2006060600436卢清琴环境与安全类2006060600238吴以荣化工与制药类2006040600321王晓娟电气工程与自动化2006010600806陈宵雪英语2003090300302何海浪土木工程2004050400531郑孝清国家理科化学基地2006040600026张凤娇土木工程2005050500540李伟鸿经济学类2005070502616张鑫另有26名学生教学信息员工作态度认真，意见中肯，经审核予以奖励学校公共机房免费上机时间30个小时。名单如下：专    业年  级学  号姓  名工商管理类2005070501517李素娇工商管理类2005070501316张玲土木综合类2006050601009金泽尚化学2004040400234庞国强电气工程与自动化2004010401205方镔英语2005090500311贤崇灿水利水电工程2004050400753俞裕铿国家理科化学基地2004040400256胡虹过程装备与控制工程2004040400003黄焕文汉语言文学2004290400424陈青山电子科学与技术2006110600902陈金泉电子科学与技术2006110600719廖凌宇综合班2005110500412柯泽毅电子信息工程2004110400221苏子鹏日语2005090500620刘美玲生物工程类2004080400133樊泽荣管理科学与工程类2005070503244詹福生电子商务2004070403127肖君翔勘查技术与工程2006060600340张珺棱给水排水工程2005050500120沈赐彪化工与制药类2006040600357吴再添制药工程2004040400054陈芳芳信息计算科学与应用数学类2005030502326林思靖电气工程与自动化2006010600320吴贵俤电气工程与自动化2005010501206吴建中电气工程与自动化2004010400916王福祥福州大学教务处二○○七年八月二十七日主题词：教学   优秀信息员 △  通知,[]
2006级、2007级体育理论课上课地址安排,综合科,2007-08-30,https://jwch.fzu.edu.cn/info/1035/7707.htm,兹定于本学期第一周和第二周安排2006级学生上体育C理论课，第六周安排2007级学生上体育A理论课，理论课上课时间段与原体育课上课时间段相同，具体理论课上课地点见下表，请各学院教学办及时通知本院学生。[url]http://jwch.fzu.edu.cn/oa/soft/2007109100029.xls[|url][b]2007-2008学年第一学期体育课程表[/b][/hyper]福州大学教务处2007年8月30日,[]
2007-2008学年第一学期跨院（系）、跨学科选修课（校选课）选课须知,教研教改,2007-08-29,https://jwch.fzu.edu.cn/info/1037/9666.htm,1、跨院（系）、跨学科选修课（校选课）是我校为实施素质教育而面向全校各专业学生开设的公共选修课，每位学生在校期间须修满一定学分的校选课。从2006-2007学年第一学期起校选课由原来的理工类、人文类、经管类及体育类课程合并调整为自然科学课程组和人文社科课程组两大类，各专业具体学分要求调整情况如下：类别原要求现要求（学籍和选课系统已按此要求更改）1人文类若干学分经管类若干学分体育类若干学分人文社科课程组若干学分（原已修过的人文类、经管类、体育类学分可认定为本课程组学分）2理工类若干学分自然科学课程组若干学分（原已修过的理工类学分可认定为本课程组学分）人文类若干学分体育类若干学分人文社科课程组若干学分（原已修过的人文类、经管类、体育类学分可认定为本课程组学分）3理工类若干学分自然科学课程组若干学分（原已修过的理工类学分可认定为本课程组学分）经管类若干学分体育类若干学分人文社科课程组若干学分（原已修过的人文类、经管类、体育类学分可认定为本课程组学分）请同学自行登入教务处主页（219.229.154.1），用以往查询个人信息的学号及密码在主页左上角用户登陆区进入，并选择选课管理下的校选课。2、如要查询以往成绩，请在登陆后选择成绩管理下的成绩查询。3、本次校选课采取和上学期一样的选课方式，即每轮选课初始，系统给予每位同学100个积分，同学可根据自己的选课计划自由划分这100分，某门课给的积分越大，选中的可能性就大，已选中的课程在规定时间内均可退选，请同学慎重给分，选中的结果和选课时间先后没关系，但和你的给分及某门课的报名人数密切相关。（系统将实时公布每门课的报名人数）4、第一轮选课结束后，系统进行选课处理，原则上先给予各年级一个基数（毕业班100%，三年级和建筑学四年级85%，其它年级70%），然后每一门课程根据各位同学给予的积分乘以年级基数后的数值进行从高往低排序，并确定选中名单。对于未选满人数的课程将进行第二轮的选课。第一、二轮选课的结果分别在9月7日及12日公布，请同学上网查询。5、校选课选课时间安排：第一轮8月30日—9月6日，第二轮9月8日—9月11日上午。6、已取得及格以上成绩的校选课，不得再次重选；若在本系或跨系中已修过与校选课相同的课程，尽管学时、学分不同，也不应再次选修，如已选修，不予认可学分。若在本系或跨系中已修过的相同的课程学分可抵校选课学分，但不再计入本院、系其它课程模块学分。7、请各班班长将本选课须知向全班传达，特别是走读学生。8、若有问题请在教务处主页意见反馈栏留言。教   务   处二〇〇七年八月二十七日,[]
关于公共语音室同学自备耳机的通知,综合科,2007-08-28,https://jwch.fzu.edu.cn/info/1035/7706.htm,随着我校大学英语自主学习的改革进一步深入和拓展，使用校公共语音室的学生数增加较大。为加强管理和保障卫生，经研究决定：从本学期开始，凡是安排到校综合教学楼公共语音实践中心（东1－401至408，501至508）上课的学生，请自备耳机（电脑通用即可）。公共语音实践中心今后不再提供耳机。特此通知，请互相转告。福州大学教务处2007年8月29日,[]
关于举办福州大学第二届数控线切割三维作品创作竞赛的通知,实践科,2007-08-28,https://jwch.fzu.edu.cn/info/1039/10000.htm,各学院为了鼓励大学生积极参与工程训练和科研训练的积极性，激发学生潜在的想象力，培养学生的实践动手能力，2006年我校已成功举办了第一届数控线切割三维作品创作竞赛。第一届数控线切割三维作品创作竞赛吸引了12个学院、46队，100多名学生参加，涌现了许多优秀作品，为此学校决定举办第二届数控线切割三维作品创作竞赛。现将有关事宜通知如下：一、竞赛内容：数控线切割三维作品创作二、竞赛规则1、竞赛培训：9月1日、9月8日（星期六上午）、9月13日（星期四下午）在福州大学机电工程中心分别组织三次集中培训，参赛同学可自行选择参加培训的时间。2、作品设计提交方式：AutoCAD2005图档上传至中心邮箱jdzx@fzu.edu.cn，或送至机电工程实践中心特种加工实践部柯老师处提交时间：从发文之日起，至 9月27日截止提交内容：AutoCAD2005图档包含各部件平面展开图、加工排样图3、作品初审：初审时间：9月1日至9月28日初审方式：由竞赛评审组组织评审，入围作品网上通知4、预约加工（请入围参赛队尽早联系，以便安排加工）时间：9月14日至10月20日（含休息日）地点：机电工程实践中心特种加工实践部联系人：柯老师   联系电话：22866194-8106，138590257515、评审与颁奖评审时间：网上另行通知评审方式：（1）作品展示与答辩；（2）现场评审；（3）颁奖三、评审规则1、作品创意：40分（其中抽象建模10分、艺术性10分、时代感10分、复杂程度10分）2、成本（材料利用率，即排样合理性）10分3、工艺性及技能水平：30分（其中加工工艺性15分、操作技能15分）4、现场答辩：20分四、竞赛奖励1、竞赛将根据报名队数评出一等奖、二等奖及三等奖若干名，并颁发证书。2、获得二等奖（含）以上的学生可根据学校有关条例申请奖励学分。五、举办单位1、主办单位：福州大学教务处2、协办单位：福州大学学生处3、承办单位：福州大学机电工程实践中心六、报名1、报名时间：从发文之日起至9月7日2、报名地点：福州大学机电工程中心负 责 人：柯  红，联系电话：13859025751报名方法：◊电话短信报名――发短信，提供报名所需信息◊电子邮件报名，邮址：jdzx@fzu.edu.cn◊现场报名――到机电工程中心特种加工实践部3、报名条件：今年在册的全日制本、专科生均可参加4、报名方式：采用自由组合的方式组队，每队人数不超过3人（报名表见附件2）5、报名费用：无附件：1、福州大学第二届数控线切割三维作品创作竞赛组委会成员名单2、福州大学第二届数控线切割三维作品创作竞赛报名表福  州  大  学二○○七年八月二十八日附件1：福州大学第二届数控线切割三维作品创作竞赛组委会成员名单顾  问：房贞政（福州大学副校长、教授）主  任：汤德平（校教务处处长、教授）副主任：何再喜（校学生工作部副部长）邱  雄（校教务处副处长、副教授）刘开昌（校教务处副处长、副教授）委  员：姜  明（机电工程实践中心副主任、高级工程师）黄  捷（机电工程实践中心、高级工程师）陈坚民（校教务处实践教学管理办公室副主任科员）组委会秘书处：机电工程实践中心秘  书：柯  红附件2：福州大学第二届数控线切割三维作品创作竞赛报名表队名队长学号所在学院联系电话Email队员学号所在学院联系电话Email,[]
关于组织申报福建省大学生创新性实验计划项目的通知,实践科,2007-08-27,https://jwch.fzu.edu.cn/info/1039/9550.htm,"各学院:根据福建省教育厅“关于实施福建省大学生创新性实验计划项目的通知”〔 闽教高〔2007〕60号〕,2007-2010年，省教育厅拟资助1000个计划项目，每年250个，计划项目按年度申报，每所本科高校原则上申报项目不超过15个。请各学院按照文件通知要求，认真组织学生填报“福建省大学生创新性实验计划项目”申报书，由于申报书中许多内容涉及到学院和学校的有关规定和做法，为保证申报书的填写质量和符合要求，各学院应指定专人和指导教师对学生进行详细指导，所报项目由学院进行初审并于9月7日前将初审后的纸质申报书（一式六份）统一报送教务处实践教学管理办公室，并将申报书的电子文档（word文件，doc格式，文件名：学校名称+计划项目名称）发送至jwcsjk@fzu.edu.cn。学校将组织专家进行评审，从中推荐15个优秀项目参评福建省大学生创新性实验计划项目。联系电话：22866853附件下载: 关于实施福建省大学生创新性实验计划项目的通知〔 闽教高〔2007〕60号〕福州大学教务处二○○七年八月二十七日",[]
教室调整通知,教学运行,2007-08-23,https://jwch.fzu.edu.cn/info/1036/10367.htm,由于受到多媒体教室改造建设工期推延的影响，东2、东3教学楼部分教室在开学初将无法正常投入使用，预计将于2007年9月19日之后可以恢复正常使用，为此将部分受影响的教室做如下调整，请各学院教学办及时通知教师和学生。原上课教室临时上课教室东2-101文4-102东2-102文4-201东2-103西3-302东3-101中-303东3-102中-304东3-103中-305东3-207文4-202东3-204文1-301东3-208文1-302东2-404文1-303东2-408文1-201东2-409文1-202东3-404文1-203东3-408西2-304东3-409文1-101东2-504文1-102东2-508文1-103东2-509西2-305（五56专英调至西2-306）东3-504西2-206东3-508西2-206东3-509西2-306福州大学注册中心2007年8月21日,[]
关于加强旗山校区公共教学楼的教室使用管理的通知,教学运行,2007-08-23,https://jwch.fzu.edu.cn/info/1036/10368.htm,为了加强旗山校区公共教学楼的教室管理，规范教室借用的申请手续，现将旗山校区公共教学楼教室使用申请的相关步骤重申如下：旗山校区的各单位举办讲座或活动需借用公共教学楼教室的，必须向教务处注册中心提出申请，填写《旗山校区公共教学楼教室使用申请表》一式三份，写明活动的内容、参加人员、举办单位、使用日期、使用起止时间等内容，经相关负责人签字说明并盖章，然后报教务处注册中心审批后方可使用教室，并且不得擅自改变借用教室的用途。凡计划外办班或其他营利项目使用教室的，都必须向资产与后勤管理处书面申请，并经资产与后勤管理处批准、计财处缴费确认后方可使用。另注：为了更好地准备迎接本科评估的工作，教务处注册中心只在每周一、三、五上午办理教室使用申请，其他时间暂不受理。下载： [url]http://jwch.fzu.edu.cn/oa/soft/2007822154014.doc[|url] [u][b]《旗山校区公共教学楼教室使用申请表》[/b][/u] [/hyper]福州大学注册中心2007年8月23日,[]
补考教室调整通知,教学运行,2007-08-23,https://jwch.fzu.edu.cn/info/1036/10369.htm,由于受到多媒体教室改造建设工期推延的影响，教学楼部分教室在开学初将无法正常投入使用，原定于8月27日至9月2日安排在以下教室进行的补考将进行调整，请各学院教学办及时通知教师和学生。原补考教室临时调换补考教室东2-101东2-202东3-101东2-203东3-102东2-205东3-207东3-307东2-504中-200东2-508中-201西2-101西1-101西2-302西2-303中-100中-206福州大学注册中心2007年8月21日,[]
关于领取2006级教学大纲第一稿审核意见的通知,教研教改,2007-08-21,https://jwch.fzu.edu.cn/info/1037/9665.htm,各学院：请各教学办速来教务处教研科领取2006级教学大纲审核意见并按意见立即组织修改。修改后的第二稿电子版要求8月30日前上交。教务处教研科2007年8月21日,[]
关于对2007级培养计划进行第三稿修订及校对的紧急通知,教研教改,2007-08-17,https://jwch.fzu.edu.cn/info/1037/9664.htm,关于对2007级培养计划进行第三稿修订及校对的紧急通知各学院：请各教学办速来教务处教研科领取2007级培养计划第三稿，并抓紧时间组织校对。校对后的第三稿务必于8月23日前上交。教务处2007年8月17日,[]
关于领取2007级培养计划第一稿的通知,教研教改,2007-07-13,https://jwch.fzu.edu.cn/info/1037/9663.htm,关于领取2007级培养计划第一稿的通知各学院：2007级培养计划第一稿已审核完毕，请各学院教学办速来教务处教研科领取，以便及时进行第二稿修订。修订后的第二稿连同下发的第一稿于7月24日前交教务处教研科。教务处2007年7月13日,[]
关于同意叶晓亮等44位同学继续修读第二学位（专业、主辅修）的批复,教学运行,2007-07-11,https://jwch.fzu.edu.cn/info/1036/10366.htm,各有关学院：叶晓亮等44位学生经批准修读第二学位（专业、主辅修），因在第一专业修读的四年内未能修完第二学位（专业、主辅修）培养计划规定的学分，学生本人提出延长第二学位（专业、主辅修）修业年限的申请，根据福州大学双学位、双专业、主辅修管理实施办法有关规定，同意叶晓亮等44位学生的申请，具体情况及处理结果见附表，请有关学院及时做好相关修读手续。附件：延长修读第二学位（专业、主辅修）学生名单教 务 处二〇〇七年七月九日主题词：教学 继续修读 第二学位 批复———————————————————————————抄送：校领导，计财处，学生处，图书馆。———————————————————————————教务处 2007年7月9日印发———————————————————————————序号姓 名学 号第一专业第二专业申请延长年限延长方式缴费办法及标准备注1叶晓亮010300903电气工程与自动化计算机科学与技术2007年7月－2009年8月在校修读按在校修读标准收，第二专业所在学院办理本校2007级研究生2丘伟鑫020300319机械设计制造及其自动化工商管理2007年7月－2009年8月离校进修按校外进修标准收，教务处招生办办理3刘彪020300421机械设计制造及其自动化会计学2007年7月－2009年8月在校修读按在校修读标准收，第二专业所在学院办理本校2007级研究生4林晨曦030300101信息计算科学金融学2007年7月－2008年8月离校进修按校外进修标准收，教务处招生办办理5林建川030300211数学与应用数学工商管理2007年7月－2009年8月离校进修按校外进修标准收，教务处招生办办理6徐晓030300249信息计算科学工商管理2007年7月－2009年8月离校进修按校外进修标准收，教务处招生办办理7黄素改030300261通信工程会计学2007年7月－2008年8月离校进修按校外进修标准收，教务处招生办办理8林嘉雯030300303计算机科学与技术电子商务2007年7月－2009年8月在校修读按在校修读标准收，第二专业所在学院办理本校2007级研究生9曾依云030300308计算机市场营销2007年7月－2008年8月离校进修按校外进修标准收，教务处招生办办理10谢瑞兴030300436综合班电子商务2007年7月－2009年8月离校进修按校外进修标准收，教务处招生办办理11叶琼瑛040300222过程装备与控制工程英语2007年7月－2009年8月离校进修按校外进修标准收，教务处招生办办理12曾琪040300227过程装备与控制工程英语2007年7月－2008年8月离校进修按校外进修标准收，教务处招生办办理13谢丽燕040300474化学英语2007年7月－2008年8月在校修读按在校修读标准收，第二专业所在学院办理本校2007级研究生14吴文达050300428土木工程学院土木工程行政管理2007年7月－2008年8月在校修读按在校修读标准收，第二专业所在学院办理本校2007级研究生15王士捷0702511金融学计算机科学与技术2007年7月－2008年8月离校进修按校外进修标准收，教务处招生办办理16罗群颖070300527金融学法学2007年7月－2008年8月离校进修按校外进修标准收，教务处招生办办理17王长青070300699国际经济与贸易法学2007年7月－2009年8月离校进修按校外进修标准收，教务处招生办办理18陈丽娟070300778国际经济与贸易法学2007年7月－2009年8月离校修读按校外进修标准收，教务处招生办办理19汪媛媛080300223生物工程工商管理2007年7月－2008年8月在校修读按在校修读标准收，第二专业所在学院办理本校2007级研究生20杜金平080300439包装工程英语2007年7月－2008年8月在校修读按在校修读标准收，第二专业所在学院办理本校2007级研究生21倪芬芬0902303英语市场营销2007年7月－2008年8月在校修读按在校修读标准收，第二专业所在学院办理本校2007级研究生22魏婷0902305英语市场营销2007年7月－2008年8月离校进修按校外进修标准收，教务处招生办办理23黄真真090300110英语国际贸易2007年7月－2008年8月离校进修按校外进修标准收，教务处招生办办理24王海泓090300123英语金融学2007年7月－2008年8月离校进修按校外进修标准收，教务处招生办办理25黄萍萍090300212英语国际经济与贸易2007年7月－2008年8月离校进修按校外进修标准收，教务处招生办办理26庄焱文090300320英语国际经济与贸易2007年7月－2008年8月离校进修按校外进修标准收，教务处招生办办理27陈榕锦090300420英语法学2007年7月－2009年8月离校进修按校外进修标准收，教务处招生办办理28林雅妹090300504日语市场营销2007年7月－2008年8月离校进修按校外进修标准收，教务处招生办办理29蔡粼粼180300101材料科学与工程国际经济与贸易2007年7月－2009年8月离校进修按校外进修标准收，教务处招生办办理30方湛一180300105材料科学与工程市场营销2007年7月－2009年8月离校进修按校外进修标准收，教务处招生办办理31陈清平190300104法学电子商务2007年7月－2008年8月离校进修按校外进修标准收，教务处招生办办理32彭宗英190300128法学经济学2007年7月－2009年8月离校进修按校外进修标准收，教务处招生办办理33陈煜坤190300306法学经济学2007年7月－2009年8月离校进修按校外进修标准收，教务处招生办办理34曾丽丽190300336法学金融学2007年7月－2008年8月离校进修按校外进修标准收，教务处招生办办理35陈金表220300131软件工程汉语言文学2007年7月－2009年8月离校进修按校外进修标准收，教务处招生办办理36郑雅琼230300128行政管理统计学2007年7月－2008年8月离校修读按校外进修标准收，教务处招生办办理37陈艳琴230300147行政管理金融学2007年7月－2008年8月离校修读按校外进修标准收，教务处招生办办理38董伟阳290300107社会学法学2007年7月－2008年8月离校进修按校外进修标准收，教务处招生办办理39孙细芬290300109英语会计学2007年7月－2009年8月离校进修按校外进修标准收，教务处招生办办理40林思云290300113社会学国际经济与贸易2007年7月－2008年8月离校进修按校外进修标准收，教务处招生办办理41郑燕平290300130社会学金融学2007年7月－2008年8月离校进修按校外进修标准收，教务处招生办办理42陈幼芬290300203社会学市场营销2007年7月－2008年8月离校进修按校外进修标准收，教务处招生办办理43叶嘉逊290300227社会学物流管理2007年7月－2008年8月离校进修按校外进修标准收，教务处招生办办理44吴赟290300418汉语言行政管理2007年7月－2009年8月离校进修按校外进修标准收，教务处招生办办理,[]
关于组织申报2009年度“教育部—英特尔精品课程”建设项目的通知,教研教改,2009-03-18,https://jwch.fzu.edu.cn/info/1037/8789.htm,各有关学院：根据《关于申报2009年度“教育部—英特尔精品课程”建设项目的通知》（教高司函[2009]30号）文件精神，教育部将与英特尔公司在2009年合作建设12门计算机基础类及应用实践类课程，并给予经费支持，课程经过一年建设，通过验收并符合国家精品课申报条件的，将由教育部高等学校计算机科学与技术教学指导委员会推荐参评国家精品课。请各有关学院认真传达文件精神，积极组织教师申报。申报材料请于4月8日前交教务处教研科，并将电子版发到：jyk@fzu.edu.cn，同时另附学院推荐意见。教务处二〇〇九年三月十八日,[]
关于全国大学英语四六级考试补拍照片的通知,教学运行,2009-03-13,https://jwch.fzu.edu.cn/info/1036/10298.htm,各学院：我校2009年6月全国大学英语四、六级考试报名工作已结束，现将需要补拍照片的名单公布如下。请以下44位同学于3月16日至3月17日9：00—11：00或者14：30—16：30到中105室注册中心进行拍照。没有在规定时间内进行拍照的同学不能参加本次全国大学英语四、六级考试。请各学院负责考务的教学干事尽快通知到各位同学，也请同学们互相转告。姓名学号学院(系)黄俊雄010401005电气学院罗志煌010800717电气学院莫杰良010800918电气学院尤景瑜020800335机械学院王健020800620机械学院吴必明030702133数计学院李姗040700100化工学院刘林坤050800614土木学院章珏莹060700104环资学院苏剑楷070300061管理学院郑绩070300174管理学院曹明生070801302管理学院林恬恬070801324管理学院林全玲070801543管理学院林杰110800723物信学院饶雨杰110800833物信学院詹承淮160801101紫金矿业学院胡集禄160801104紫金矿业学院卢汉强160801105紫金矿业学院张鹏江190800113法学院郑志灿220700314软件学院傅明桢220800107软件学院李征200590315赫特福德刘舒晴200590331赫特福德陈佳晨200590403赫特福德郑炳光200590404赫特福德林克兴200590411赫特福德李珺200590427赫特福德张宇倩200590435赫特福德林漪200590443赫特福德王翔冲200590444赫特福德陈曦200590447赫特福德刘美200590902赫特福德郑琳之200590921赫特福德福州大学注册中心2009年3月13日,[]
